,Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh,USD
574,Rna NG Suncity Phase 3 ,Thakur Village Mumbai,Thakur Village,5 to 10 Year,Ready To Move,Super Built Up Area,990,12626,8,2,2,125,147058.8235
575,Lokhandwala Spring Leaf ,Lokhandwala Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,425,16000,2,1,1,68,80000
576,Unnamed Property,Dahisar East Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,600,15333,3,1,1,92,108235.2941
577,Hiranandani Northside ,Hiranandani Meadows Thane Mumbai,Thane,10+ Year,Ready To Move,Built Up Area,1780,19101,8,3,3,340,400000
578,Tharwanis Rosa Bella ,Sector 36 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1170,8803,17,2,2,103,121176.4706
579,Status Vihar ,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1200,7333,5,2,2,88,103529.4118
580,Proviso Complex ,Sector 35E Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1600,9062,6,3,3,145,170588.2353
581,Uma Elements ,Shilphata Navi Mumbai Mumbai,Shilphata Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,730,4794,11,1,2,35,41176.47059
582,Unnamed Property,Sector 17 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,750,9066,1,1,1,68,80000
583,Mittal Tower CHS ,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,650,18461,4,2,2,120,141176.4706
584,Ajmera Aeon ,1603 Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1995,23909,16,3,4,477,561176.4706
585,Unnamed Property,Jankalyan Nagar Mumbai,Malad Mumbai,5 to 10 Year,Ready To Move,Built Up Area,625,13280,7,1,2,83,97647.05882
586,Amar New Tashkent Terrace CHSL ,Borivali West Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,761,30000,7,2,2,228,268235.2941
587,Amar New Tashkent Terrace CHSL ,Borivali West Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1472,30000,7,4,4,442,520000
588,Laxmi Avenue D Global City ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,645,4496,6,1,2,29,34117.64706
589,Sahakar Premier ,202 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1060,7735,2,2,2,82,96470.58824
590,One Hiranandani Park ,1303 Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Carpet Area,559,27728,5,2,2,155,182352.9412
591,Hiranandani Gardens Richmond Tower ,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,5000,33000,6,5,6,1650,1941176.471
592,Unnamed Property,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2100,41666,15,3,4,875,1029411.765
593,Unnamed Property,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2500,44000,14,4,5,1100,1294117.647
594,Hiranandani Castle Rock ,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1250,25920,12,2,2,324,381176.4706
595,Rustomjee Avenue L1 L2 and L4 ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,432,7407,9,1,1,32,37647.05882
596,Agarwal Solitaire ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,920,4836,4,2,2,44.5,52352.94118
597,Nahars Amrit Shakti ,Nahar Amrit Shakti r 12 Sector chandivali Film Studio chandivali Farm Road andheri E mumbai 400072 Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1313,20944,16,3,2,275,323529.4118
598,Regency Towers ,503 Thane West Thane Mumbai,Thane,10+ Year,Ready To Move,Super Built Up Area,1150,11304,5,2,2,130,152941.1765
599,Om Shree Apartment ,110 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,645,11937,7,1,1,77,90588.23529
600,Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1850,9081,3,3,3,168,197647.0588
601,Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1350,9777,10,2,2,132,155294.1176
602,Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,670,8955,2,2,2,60,70588.23529
603,Paradise Sai Crystals ,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1175,9361,7,2,2,110,129411.7647
604,Unnamed Property,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1600,8312,10,3,3,133,156470.5882
605,Agarwal Solitaire ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,645,4728,4,1,2,30.5,35882.35294
606,Kalpataru Sunrise ,Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1645,15197,10,3,3,250,294117.6471
607,Unnamed Property,Andheri West Mumbai,Andheri Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1024,28320,8,2,2,290,341176.4706
608,Valencia Apartment ,203 Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,550,20909,2,1,2,115,135294.1176
609,Today Global Genesis ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1135,8810,7,2,2,100,117647.0588
610,Shreeji Arcade ,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1465,8873,11,3,3,130,152941.1765
611,Platinum Balaji Heights ,Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1200,6833,3,2,2,82,96470.58824
612,Kalpataru Srishti ,Mira Road East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,827,16324,3,3,2,135,158823.5294
613,Giriraj Silver Star ,503 Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,650,9923,6,1,1,64.5,75882.35294
614,SKD Pinnacolo ,Pinnacolo Bravely Park Kankia Road Mira Road Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,765,14960,1,1,2,76,89411.76471
615,Amisha Empire ,Hatkesh Udhog Nagar Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1080,8862,9,2,2,95.7,112588.2353
616,Prithvi Pride ,Vinay Nagar Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,642,13705,5,2,2,88,103529.4118
617,Marathon Nexzone ,602 New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,825,7515,14,2,2,62,72941.17647
618,Unnamed Property,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2800,35714,7,4,4,1000,1176470.588
619,Kalpataru Solitaire ,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,3000,46000,6,3,5,1380,1623529.412
620,Kalpataru Solitaire ,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2800,46428,5,3,3,1300,1529411.765
621,Unnamed Property,Juhu Mumbai South West Mumbai,Juhu Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1900,42105,13,3,3,800,941176.4706
622,Nahar Jonquille and Jamaica ,Powai Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050,17809,8,2,2,187,220000
623,New Satara CHS ,3rd Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1050,9333,3,2,2,98,115294.1176
624,Unnamed Property,Koparkhairane Sector 15 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1100,10000,1,2,2,110,129411.7647
625,RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1650,16666,18,3,3,275,323529.4118
626,RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1200,14166,10,2,2,170,200000
627,Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1100,13636,17,2,2,150,176470.5882
628,Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1400,13214,17,3,2,185,217647.0588
629,Bhoomi Gardenia 2 ,Sector 20 Roadpali Navi Mumbai Kalamboli Navi Mumbai Mumbai,Kalamboli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1130,7433,10,2,2,84,98823.52941
630,Vicky Apartment ,Prabhadevi South Mumbai Mumbai,South Mumbai,10+ Year,Ready To Move,Built Up Area,2064,42393,2,4,4,875,1029411.765
631,Bhumiraj Hermitage ,2501 Palm Beach Navi Mumbai Mumbai,Palm Beach Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1693,25103,25,3,3,425,500000
632,Baba Pearl Heights ,Sector 20 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1275,6156,2,2,2,78.5,92352.94118
633,Unnamed Property,B601 Dadabhai Cross Road 1 Near Bhavans College Andheri West Mumbai 400058 Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Super Built Up Area,1100,19090,6,2,3,210,247058.8235
634,L and T Emerald Isle ,Powai Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,650.95,27960,12,2,2,182,214117.6471
635,Rustomjee Avenue L1 L2 and L4 ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,553,7866,8,2,2,43.5,51176.47059
636,Right Grishma Heights ,Kandivali West Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,704,29119,8,2,2,205,241176.4706
637,Right Grishma Heights ,Kandivali West Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Carpet Area,850,30065,17,3,3,256,301176.4706
638,Ekta Parksville ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,373,7640,6,1,1,28.5,33529.41176
639,Unnamed Property,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,10+ Year,Ready To Move,Carpet Area,700,10000,3,2,2,70,82352.94118
640,Royce Vaibhavi City ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Carpet Area,650,6923,3,2,1,45,52941.17647
641,Sai Satyam Residency ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Carpet Area,435,8275,2,1,1,36,42352.94118
642,Raunak City 3 ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Carpet Area,364,9890,6,1,1,36,42352.94118
643,Piramal Nagar CHS ,C 01 Goregaon West Mumbai,Goregaon Mumbai,10+ Year,Ready To Move,Super Built Up Area,905,30000,1,2,2,195,229411.7647
644,Unnamed Property,B Wing Oxford 202 Manpada Thane Mumbai,Manpada Thane,10+ Year,Ready To Move,Carpet Area,500,16400,2,1,2,82,96470.58824
645,Gajora Kalpavruksha Valley ,Sector 23 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,740,5135,1,1,2,38,44705.88235
646,Sai Kaveesha ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,418,8851,5,1,1,37,43529.41176
647,Sai Kaveesha ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,418,9569,2,1,1,40,47058.82353
648,Royal Galaxy ,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,685,4817,4,1,1,33,38823.52941
649,Royal Galaxy ,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,460,5217,3,1,1,24,28235.29412
650,Unnamed Property,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,710,6338,7,1,1,45,52941.17647
651,Kabra Centroid ,Kalina Mumbai South West Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1250,18400,8,2,2,230,270588.2353
652,Juhi Residency ,Sector 5 Kamothe Sector 5 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1333,7501,9,2,2,100,117647.0588
653,Unnamed Property,Sector 20 Kamothe Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,650,7076,3,1,1,46,54117.64706
654,VUB Veermaa Paradise ,Sector 20 Kamothe Sector 20 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,680,9705,11,1,1,66,77647.05882
655,Unnamed Property,Sector 22 Kamothe Sector22 kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1000,7500,2,2,2,75,88235.29412
656,Omkar Meridia ,kurla west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,454,24229,8,1,1,110,129411.7647
657,Unnamed Property,IC Colony Mumbai,Borivali Mumbai,10+ Year,Ready To Move,Carpet Area,634,22082,3,2,2,140,164705.8824
658,Paradise Sai World City ,Xxxx Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1300,10000,12,2,2,130,152941.1765
659,Tejas Heights ,Xxx Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1154,10745,13,2,2,124,145882.3529
660,Ganraj Eknath Residency ,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Built Up Area,490,5293,1,1,1,25.9,30470.58824
661,Runwal Forests ,3502 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1528,19306,43,3,2,295,347058.8235
662,Runwal Forests ,4504 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1729,17061,47,3,3,295,347058.8235
663,Runwal Forests ,2501 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1729,17351,35,3,2,300,352941.1765
664,Aadi Allure ,302 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,665,23308,3,2,2,155,182352.9412
665,Aadi Allure ,1201 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,730,23972,12,2,2,175,205882.3529
666,Lake Primrose ,1010 Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1500,22000,10,3,3,330,388235.2941
667,Shraddha Autumn Park ,901 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,375,25333,9,1,2,95,111764.7059
668,Vijay Garden ,kavesar Thane Mumbai,Kavesar Thane,10+ Year,Ready To Move,Super Built Up Area,650,8923,7,1,1,58,68235.29412
669,Ekta Parksville ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,664,6250,10,2,2,41.5,48823.52941
670,Godrej Tranquil ,Kandivali East Mumbai,Kandivali Mumbai,Under Construction,Under Construction,Carpet Area,438,23972,5,1,2,105,123529.4118
671,Unnamed Property,Acme Oasis Lokhandwala Township Kandivali East Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1250,17600,16,3,3,220,258823.5294
672,Deep Auralis The Twins ,Teen Hath Naka Thane Mumbai,Teen-Hath-Naka Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1999,15007,4,4,4,300,352941.1765
673,Hiranandani Northside ,Hiranandani Meadows Thane Mumbai,Thane,10+ Year,Ready To Move,Built Up Area,1780,19157,8,3,3,341,401176.4706
674,Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1080,27777,35,3,3,300,352941.1765
675,Jewel Heights ,403 Badlapur West Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Carpet Area,590,6101,4,2,2,36,42352.94118
676,Jewel Heights ,305 Badlapur West Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Carpet Area,560,6250,3,2,2,35,41176.47059
677,Jewel Heights ,401 Badlapur West Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Carpet Area,490,5000,4,1,1,24.5,28823.52941
678,Jewel Heights ,202 Badlapur West Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Carpet Area,480,4791,2,1,1,23,27058.82353
679,Adhiraj Zinnia ,1402 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1600,13125,15,3,3,210,247058.8235
680,Indraprastha CHS ,Sion East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1300,38461,3,3,3,500,588235.2941
681,Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,447,8892,23,1,1,39.8,46823.52941
682,Unnamed Property,1700 Anand Nagar Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1500,12142,19,3,3,170,200000
683,Satyam Harmony ,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1205,16182,17,3,2,195,229411.7647
684,Unnamed Property,Kalyan East Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Super Built Up Area,690,4057,1,1,1,28,32941.17647
685,Unnamed Property,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1100,10000,2,2,2,110,129411.7647
686,RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1299,14241,12,2,2,185,217647.0588
687,RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1427,19271,9,3,3,275,323529.4118
688,RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1427,13314,20,2,2,190,223529.4118
689,Juhi Serenity ,1806 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1200,14583,18,2,2,175,205882.3529
690,Unnamed Property,304 Gaovdevi Maidan Thane West Thane Mumbai,Thane,10+ Year,Ready To Move,Super Built Up Area,620,14516,3,1,1,90,105882.3529
691,Kanakia Paris ,1001 Bandra Kurla Complex Mumbai South West Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1034,33849,10,3,2,350,411764.7059
692,Unnamed Property,401 Naupada Thane Mumbai,Naupada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1500,15333,4,3,3,230,270588.2353
693,Dosti West County ,2 Bhk Hill Facing Flat Available Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Built Up Area,800,14000,15,2,2,112,131764.7059
694,Unnamed Property,302 Naupada Thane Mumbai,Naupada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000,16500,3,2,2,165,194117.6471
695,Unnamed Property,202 Hiranandani Estate Thane Mumbai,Hiranandani Thane,5 to 10 Year,Ready To Move,Carpet Area,700,17142,2,2,2,120,141176.4706
696,Hiranandani Gardens Lotus ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,850,30000,5,2,2,255,300000
697,Unnamed Property,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Built Up Area,817,11750,28,2,2,96,112941.1765
698,RNA NG Regency ,Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Built Up Area,580,9137,5,1,1,53,62352.94118
699,Orovia Phase 1 ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Built Up Area,666,11111,19,1,2,74,87058.82353
700,Tharwani Krupa ,Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,980,8137,2,2,2,79.8,93882.35294
701,Om Aditya Paraiso ,Shilphata Navi Mumbai Mumbai,Shilphata Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,995,6331,1,2,2,63,74117.64706
702,Unnamed Property,2003 Hiranandani Estate Thane Mumbai,Hiranandani Thane,5 to 10 Year,Ready To Move,Carpet Area,750,17333,20,2,2,130,152941.1765
703,Unnamed Property,Sector 14 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,1100,15454,2,2,2,170,200000
704,Unnamed Property,Nalasopara East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,650,5076,1,1,2,33,38823.52941
705,Shree Ostwal Point ,Mira Bhayandar Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,308,13311,1,1,1,41,48235.29412
706,Unnamed Property,2bhk With Large Balcony Flat Available For Sell Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1100,11363,6,2,2,125,147058.8235
707,Oberoi Splendor ,Oberoi Splendor Nr Oberoi International School Jvlr Andheri East Mumbai 400060 Jogeshwari East Mumbai,Jogeshwari Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1377,28867,23,3,2,398,468235.2941
708,Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1140,5701,34,2,2,65,76470.58824
709,Unnamed Property,Virar East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,485,4948,0,1,2,26,30588.23529
710,Ayodhya Saffron Residency ,1001 Nehru Nagar Central Mumbai suburbs Mumbai,Central Mumbai,Under Construction,Under Construction,Carpet Area,461,26030,10,1,2,120,141176.4706
711,Unnamed Property,Matunga East South Mumbai Mumbai,Matunga Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1750,42914,8,4,5,751,883529.4118
712,Unnamed Property,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,900,12777,2,2,2,115,135294.1176
713,Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1850,9189,8,3,3,170,200000
714,JP North Celeste ,123 Vinay Nagar Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,756,8862,12,1,2,67,78823.52941
715,JP North Garden City ,123 Vinay Nagar Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,693,8946,22,1,2,62,72941.17647
716,Arkade Acropolis ,Virar West Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,630,4523,5,1,2,28.5,33529.41176
717,Raj Grandeur ,Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,3360,22321,23,4,3,750,882352.9412
